tags,title,idauthor,author
545,['D'],reference-dependent consumption plans, p03587, matthew rabin
546,"['D', 'D']",evolution of time preferences and attitudes toward risk,p03916,nick netzer
547,"['J', 'M', 'C']",cooperation and competition in intergenerational experiments in the field and the laboratory,p01834,gary charness
547,"['J', 'M', 'C']",cooperation and competition in intergenerational experiments in the field and the laboratory, p03412, marie-claire villeval
548,"['Z', 'D', 'C']",cooperation among strangers under the shadow of the future,p01814,gabriele camera
548,"['Z', 'D', 'C']",cooperation among strangers under the shadow of the future, p03358, marco casari
549,"['E', 'E']",can news about the future drive the business cycle?,p03965,nir jaimovich
549,"['E', 'E']",can news about the future drive the business cycle?, p04824, sergio rebelo
550,['G'],portfolio claustrophobia: asset pricing in markets with illiquid assets,p01750,francis longstaff
551,"['H', 'D', 'C']",salience and taxation: theory and evidence,p00026,adam looney
551,"['H', 'D', 'C']",salience and taxation: theory and evidence, p03049, kory kroft
551,"['H', 'D', 'C']",salience and taxation: theory and evidence, p04390, raj chetty
552,"['D', 'C']",decentralized organizational learning: an experimental investigation,p00292,andreas blume
552,"['D', 'C']",decentralized organizational learning: an experimental investigation, p00455, april franco
552,"['D', 'C']",decentralized organizational learning: an experimental investigation, p02593, john duffy
553,"['H', 'H', 'D', 'Q']","think locally, act locally: spillovers, spillbacks, and efficient decentralized policymaking",p01266,david wildasin
553,"['H', 'H', 'D', 'Q']","think locally, act locally: spillovers, spillbacks, and efficient decentralized policymaking", p02111, hikaru ogawa
554,"['D', 'H', 'E', 'P']","the origins of state capacity: property rights, taxation, and politics",p05266,timothy besley
554,"['D', 'H', 'E', 'P']","the origins of state capacity: property rights, taxation, and politics", p05338, torsten persson
555,"['O', 'J', 'D']",spousal control and intra-household decision making: an experimental study in the philippines,p03881,nava ashraf
556,['H'],active and passive waste in government spending: evidence from a policy experiment,p00285,andrea prat
556,['H'],active and passive waste in government spending: evidence from a policy experiment, p04034, oriana bandiera
556,['H'],active and passive waste in government spending: evidence from a policy experiment, p05320, tommaso valletti
557,"['H', 'I', 'D']",one chance in a million: altruism and the bone marrow registry,p01055,damien sheehan-connor
557,"['H', 'I', 'D']",one chance in a million: altruism and the bone marrow registry, p04619, rodney garratt
557,"['H', 'I', 'D']",one chance in a million: altruism and the bone marrow registry, p05179, theodore bergstrom
558,"['H', 'D', 'C']",institution formation in public goods games,p00066,akira okada
558,"['H', 'D', 'C']",institution formation in public goods games, p00479, arno riedl
558,"['H', 'D', 'C']",institution formation in public goods games, p03698, michael kosfeld
559,"['N', 'H', 'G']",tax changes and asset pricing,p01008,clemens sialm
560,"['J', 'I']",the effects of high stakes high school achievement awards: evidence from a randomized trial,p02789,joshua angrist
560,"['J', 'I']",the effects of high stakes high school achievement awards: evidence from a randomized trial, p05414, victor lavy
561,"['E', 'C']",monetary policy analysis with potentially misspecified models,p01777,frank schorfheide
561,"['E', 'C']",monetary policy analysis with potentially misspecified models, p03361, marco del negro
562,"['N', 'L', 'L', 'G']",technological revolutions and stock prices,p03235,lubos pastor
562,"['N', 'L', 'L', 'G']",technological revolutions and stock prices, p04317, pietro veronesi
563,"['G', 'D', 'C']","hindsight, foresight, and insight: an experimental study of a small-market investment game with common and private values",p00504,asen ivanov
563,"['G', 'D', 'C']","hindsight, foresight, and insight: an experimental study of a small-market investment game with common and private values", p01064, dan levin
563,"['G', 'D', 'C']","hindsight, foresight, and insight: an experimental study of a small-market investment game with common and private values", p02314, james peck
564,['D'],narrow bracketing and dominated choices,p01861,georg weizsacker
564,['D'],narrow bracketing and dominated choices, p03587, matthew rabin
565,"['L', 'G', 'D']",why do sellers (usually) prefer auctions?,p02457,jeremy bulow
565,"['L', 'G', 'D']",why do sellers (usually) prefer auctions?, p04148, paul klemperer
566,"['J', 'I']",investment in schooling and the marriage market,p03840,murat iyigun
566,"['J', 'I']",investment in schooling and the marriage market, p04306, pierre-andre chiappori
566,"['J', 'I']",investment in schooling and the marriage market, p05612, yoram weiss
567,"['H', 'Q']",efficient pollution regulation: getting the prices right,p03908,nicholas muller
567,"['H', 'Q']",efficient pollution regulation: getting the prices right, p04564, robert mendelsohn
568,"['L', 'M', 'D']",has moral hazard become a more important factor in managerial compensation?,p01878,george-levi gayle
568,"['L', 'M', 'D']",has moral hazard become a more important factor in managerial compensation?, p04565, robert miller
569,"['L', 'D']",selling to overconfident consumers,p03686,michael grubb
570,"['L', 'G']",risk taking by entrepreneurs,p01823,galina vereshchagina
570,"['L', 'G']",risk taking by entrepreneurs, p02144, hugo hopenhayn
571,['L'],adaptation and vertical integration in the airline industry,p03327,mara lederman
571,['L'],adaptation and vertical integration in the airline industry, p04899, silke januszewski forbes
572,"['L', 'K', 'D', 'C']",naked exclusion: an experimental study of contracts with externalities,p00994,claudia landeo
572,"['L', 'K', 'D', 'C']",naked exclusion: an experimental study of contracts with externalities, p02943, kathryn spier
573,"['L', 'M', 'R']",the relative performance of real estate marketing platforms: mls versus fsbomadison.com,p00543,aviv nevo
573,"['L', 'M', 'R']",the relative performance of real estate marketing platforms: mls versus fsbomadison.com, p01766, francois ortalo-magne
573,"['L', 'M', 'R']",the relative performance of real estate marketing platforms: mls versus fsbomadison.com, p02173, igal hendel
574,"['O', 'Z', 'D', 'Q']","innovation diffusion in heterogeneous populations: contagion, social influence, and social learning",p04256,peyton young
575,['D'],the evolution of time preference with aggregate uncertainty,p00491,arthur robson
575,['D'],the evolution of time preference with aggregate uncertainty, p03092, larry samuelson
576,"['I', 'D', 'C']",strategy-proofness versus efficiency in matching with indifferences: redesigning the nyc high school match,p00219,alvin roth
576,"['I', 'D', 'C']",strategy-proofness versus efficiency in matching with indifferences: redesigning the nyc high school match, p00521, atila abdulkadiroglu
576,"['I', 'D', 'C']",strategy-proofness versus efficiency in matching with indifferences: redesigning the nyc high school match, p04094, parag pathak
577,"['J', 'I']","performance pay and teachers' effort, productivity, and grading ethics",p05414,victor lavy
578,"['G', 'D']",on the possibility of credit rationing in the stiglitz-weiss model,p02642,john riley
578,"['G', 'D']",on the possibility of credit rationing in the stiglitz-weiss model, p03281, lutz arnold
579,"['D', 'C']",peer-induced fairness in games,p05164,teck-hua ho
579,"['D', 'C']",peer-induced fairness in games, p05550, xuanming su
580,"['E', 'D']",a theory of demand shocks,p01988,guido lorenzoni
581,"['D', 'I', 'F', 'C']","price indexes, inequality, and the measurement of world poverty",p00379,angus deaton
582,"['O', 'O', 'D', 'Q']",learning about a new technology: pineapple in ghana,p00973,christopher udry
582,"['O', 'O', 'D', 'Q']",learning about a new technology: pineapple in ghana, p05272, timothy conley
583,['L'],multiple-product firms and product switching,p00329,andrew bernard
583,['L'],multiple-product firms and product switching, p04242, peter schott
583,['L'],multiple-product firms and product switching, p05030, stephen redding
584,"['N', 'J', 'K']",momma's got the pill: how anthony comstock and griswold v. connecticut shaped us childbearing,p03492,martha bailey
585,"['J', 'C']",matching and sorting in online dating,p00188,ali hortacsu
585,"['J', 'C']",matching and sorting in online dating, p01058, dan ariely
585,"['J', 'C']",matching and sorting in online dating, p02005, gunter hitsch
586,"['O', 'L', 'G']","entry, exit, and investment-specific technical change",p04607,roberto samaniego
587,"['J', 'G', 'I']",patient cost-sharing and hospitalization offsets in the elderly,p00240,amitabh chandra
587,"['J', 'G', 'I']",patient cost-sharing and hospitalization offsets in the elderly, p02686, jonathan gruber
587,"['J', 'G', 'I']",patient cost-sharing and hospitalization offsets in the elderly, p04615, robin mcknight
588,"['O', 'L', 'D']",contractibility and the design of research agreements,p02788,josh lerner
588,"['O', 'L', 'D']",contractibility and the design of research agreements, p05372, ulrike malmendier
589,"['O', 'L', 'J', 'F']",multinationals and anti-sweatshop activism,p00389,ann harrison
589,"['O', 'L', 'J', 'F']",multinationals and anti-sweatshop activism, p02367, jason scorse
590,"['D', 'E', 'E', 'C']",robustly optimal monetary policy with near-rational expectations,p03735,michael woodford
591,"['E', 'F']",currency choice and exchange rate pass-through,p01930,gita gopinath
591,"['E', 'F']",currency choice and exchange rate pass-through, p03995, oleg itskhoki
591,"['E', 'F']",currency choice and exchange rate pass-through, p04606, roberto rigobon
592,"['J', 'H', 'E']",demographics and the politics of capital taxation in a life-cycle economy,p05528,xavier mateos-planas
593,['F'],can multistage production explain the home bias in trade?,p02960,kei-mu yi
594,"['D', 'F']",trade agreements as endogenously incomplete contracts,p01925,giovanni maggi
594,"['D', 'F']",trade agreements as endogenously incomplete contracts, p02088, henrik horn
594,"['D', 'F']",trade agreements as endogenously incomplete contracts, p04579, robert staiger
595,"['H', 'D', 'C']",intergroup conflict and intra-group punishment in an experimental contest game,p00596,benedikt herrmann
595,"['H', 'D', 'C']",intergroup conflict and intra-group punishment in an experimental contest game, p02091, henrik orzen
595,"['H', 'D', 'C']",intergroup conflict and intra-group punishment in an experimental contest game, p02716, jordi brandts
